Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1177077,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Referral,12/31/2014,01/07/2015,Nationstar Mortgage,Closed with explanation,Yes,
1177066,Mortgage,Other mortgage,Settlement process and costs,,NC,27615,Referral,12/31/2014,01/08/2015,Wells Fargo,Closed with explanation,Yes,
1177062,Money transfers,International money transfer,Money was not available when promised,,NC,28206,Web,12/31/2014,12/31/2014,Western Union,In progress,Yes,
1177057,Bank account or service,Checking account,Problems caused by my funds being low,,PA,18325,Phone,12/31/2014,01/05/2015,JPMorgan Chase,Closed with monetary relief,Yes,
1177056,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,CA,94903,Web,12/31/2014,12/31/2014,Wells Fargo,Closed with explanation,Yes,Yes
1177037,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,AZ,85209,Web,12/31/2014,01/05/2015,"Phillips & Cohen Associates, Ltd.",Closed with non-monetary relief,Yes,
1177035,Bank account or service,Checking account,"Making/receiving payments, sending money",,FL,34945,Web,12/31/2014,12/31/2014,Bank of America,Closed with monetary relief,Yes,
1177027,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,PA,19057,Web,12/31/2014,12/31/2014,Citibank,Closed with explanation,Yes,Yes
1177021,Bank account or service,Checking account,"Account opening, closing, or management",,CA,93035,Web,12/31/2014,12/31/2014,Bank of America,Closed with explanation,Yes,
1177002,Credit card,,Identity theft / Fraud / Embezzlement,,IN,46244,Web,12/31/2014,01/07/2015,GE Capital Retail,Closed with explanation,Yes,
1177001,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,76639,Web,12/31/2014,12/31/2014,21st Mortgage Corporation,Closed with explanation,Yes,Yes
1176999,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,ID,83864,Phone,12/31/2014,01/07/2015,Ocwen,Closed with explanation,Yes,
1176996,Credit reporting,,Incorrect information on credit report,Information is not mine,NH,03748,Web,12/31/2014,12/31/2014,Equifax,Closed with explanation,Yes,
1176982,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,FL,33706,Web,12/31/2014,01/05/2015,"CMRE Financial Services, Inc.",In progress,Yes,
1176980,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,OK,74136,Referral,12/31/2014,01/07/2015,"EOS Holdings, Inc.",Closed with explanation,Yes,
1176978,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,NC,27612,Web,12/31/2014,12/31/2014,"AMCOL Systems, Inc.",Closed with explanation,Yes,Yes
1176973,Consumer loan,Vehicle loan,Taking out the loan or lease,,VA,22802,Web,12/31/2014,12/31/2014,Ally Financial Inc.,In progress,Yes,
1176967,Bank account or service,Other bank product/service,"Account opening, closing, or management",,CT,06854,Web,12/31/2014,12/31/2014,Wells Fargo,Closed with non-monetary relief,Yes,
1176966,Student loan,Non-federal student loan,Can't repay my loan,,WA,98312,Web,12/31/2014,12/31/2014,Navient,In progress,Yes,
1176959,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,CA,93003,Web,12/31/2014,12/31/2014,"Allied Collection Services, Inc. (Nevada)",Closed with explanation,Yes,Yes
1176952,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MA,01036,Web,12/31/2014,12/31/2014,Specialized Loan Servicing LLC,Closed with explanation,Yes,
1176950,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,NC,28270,Web,12/31/2014,01/06/2015,"PMAB, LLC",Closed with explanation,Yes,
1176947,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,OR,97219,Web,12/31/2014,12/31/2014,Transworld Systems Inc.,Closed with explanation,Yes,
1176946,Mortgage,Reverse mortgage,"Loan servicing, payments, escrow account",,NV,,Referral,12/31/2014,01/07/2015,"Fidelity National Financial, Inc",Closed with explanation,Yes,
1176944,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CO,80126,Web,12/31/2014,12/31/2014,Flagstar Bank,Closed with explanation,Yes,
1176941,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,NJ,08886,Web,12/31/2014,12/31/2014,Bank of America,In progress,Yes,
1176933,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,11104,Web,12/31/2014,12/31/2014,Equifax,Closed with explanation,Yes,
1176932,Credit card,,Billing disputes,,PA,19390,Web,12/31/2014,01/07/2015,GC Services Limited Partnership,Closed with non-monetary relief,Yes,Yes
1176926,Debt collection,,Communication tactics,Frequent or repeated calls,MI,48185,Web,12/31/2014,01/07/2015,"Veldos, LLC",In progress,Yes,
1176925,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NM,87112,Web,12/31/2014,12/31/2014,Nationstar Mortgage,Closed with explanation,Yes,
1178029,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NJ,07044,Referral,12/31/2014,01/07/2015,Wells Fargo,Closed with explanation,Yes,
1176916,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,GA,30558,Referral,12/31/2014,01/07/2015,Capital One,In progress,Yes,
1176915,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,GA,30558,Referral,12/31/2014,01/07/2015,"Frederick J. Hanna & Associates, P.C.",Closed with explanation,Yes,
1176914,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,92377,Referral,12/31/2014,01/08/2015,Wells Fargo,Closed with non-monetary relief,Yes,
1176912,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,GA,30024,Referral,12/31/2014,01/08/2015,Wells Fargo,In progress,Yes,
1176909,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,CO,80021,Referral,12/31/2014,01/07/2015,Capital One,In progress,Yes,
1176908,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NJ,08087,Referral,12/31/2014,01/07/2015,Wells Fargo,In progress,Yes,
1176907,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NY,12833,Referral,12/31/2014,01/07/2015,Nationstar Mortgage,In progress,Yes,
1176906,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NY,12833,Referral,12/31/2014,01/07/2015,Bank of America,In progress,Yes,
1176903,Bank account or service,Checking account,Using a debit or ATM card,,CA,95926,Referral,12/31/2014,01/07/2015,Bank of America,Closed with explanation,Yes,Yes
1176902,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,TX,77002,Referral,12/31/2014,01/08/2015,PNC Bank,In progress,Yes,
1176900,Bank account or service,Checking account,"Account opening, closing, or management",,CA,94703,Referral,12/31/2014,01/05/2015,Ally Financial Inc.,Closed with non-monetary relief,Yes,
1176899,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NJ,07205,Referral,12/31/2014,01/08/2015,Ocwen,Closed with explanation,Yes,
1176897,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NJ,07401,Referral,12/31/2014,01/07/2015,Bank of America,In progress,Yes,
1176895,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NJ,07401,Referral,12/31/2014,01/07/2015,Nationstar Mortgage,Closed with explanation,Yes,
1176894,Credit card,,Identity theft / Fraud / Embezzlement,,FL,33478,Referral,12/31/2014,01/07/2015,Capital One,In progress,Yes,
1176893,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,CA,90043,Referral,12/31/2014,01/07/2015,JPMorgan Chase,Closed with explanation,Yes,
1176888,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,NV,89508,Referral,12/31/2014,01/07/2015,U.S. Bancorp,Closed with explanation,Yes,
1176887,Credit card,,Billing disputes,,NJ,08820,Referral,12/31/2014,01/07/2015,Citibank,In progress,Yes,
1176885,Bank account or service,Checking account,Deposits and withdrawals,,,,Phone,12/31/2014,01/05/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1176877,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,GA,30540,Web,12/31/2014,01/08/2015,Bank of America,Closed with explanation,Yes,
1176875,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,NY,14215,Web,12/31/2014,12/31/2014,Experian,Closed with explanation,Yes,
1176873,Credit card,,Closing/Cancelling account,,IN,47362,Web,12/31/2014,12/31/2014,Atlanticus Services Corporation,Closed,Yes,
1176871,Debt collection,Credit card,Improper contact or sharing of info,Contacted employer after asked not to,FL,34102,Web,12/31/2014,12/31/2014,Resurgent Capital Services L.P.,In progress,Yes,
1176868,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NV,89123,Web,12/31/2014,12/31/2014,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,
1176867,Payday loan,,Can't stop charges to bank account,,FL,33033,Web,12/31/2014,12/31/2014,"Enova International, Inc.",Closed with non-monetary relief,Yes,
1176866,Credit card,,Delinquent account,,CA,91403,Web,12/31/2014,12/31/2014,Citibank,Closed with explanation,Yes,
1176862,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MA,01501,Web,12/31/2014,12/31/2014,Ocwen,Closed with explanation,Yes,
1176857,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NY,14787,Phone,12/31/2014,01/06/2015,Santander Consumer USA,Closed with explanation,Yes,
1176856,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,77040,Web,12/31/2014,01/09/2015,Equifax,Closed with explanation,Yes,
1176853,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,32707,Web,12/31/2014,12/31/2014,Transworld Systems Inc.,In progress,Yes,
1176850,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,95825,Web,12/31/2014,12/31/2014,"I.Q. Data International, Inc.",Closed with explanation,Yes,
1176839,Mortgage,Other mortgage,"Application, originator, mortgage broker",,GA,30101,Web,12/31/2014,12/31/2014,Quicken Loans,Closed with explanation,Yes,
1176836,Credit reporting,,Incorrect information on credit report,Public record,IL,60619,Web,12/31/2014,12/31/2014,TransUnion,Closed with non-monetary relief,Yes,
1176833,Credit card,,Identity theft / Fraud / Embezzlement,,VA,20155,Web,12/31/2014,12/31/2014,U.S. Bancorp,Closed with explanation,Yes,
1176830,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,TX,75454,Referral,12/31/2014,01/08/2015,"Preferred Credit, Inc.",Closed with explanation,Yes,
1176826,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,92883,Referral,12/31/2014,01/07/2015,Springleaf Finance Corporation,In progress,Yes,
1176825,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,92883,Referral,12/31/2014,01/07/2015,"First National Collection Bureau, Inc.",Closed with explanation,Yes,
1176824,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,TX,75063,Web,12/31/2014,01/07/2015,Citibank,In progress,Yes,
1176820,Bank account or service,Checking account,Deposits and withdrawals,,FL,32812,Web,12/31/2014,12/31/2014,JPMorgan Chase,Closed with explanation,Yes,
1176816,Bank account or service,Checking account,Using a debit or ATM card,,CT,06708,Phone,12/31/2014,01/05/2015,TD Bank,Closed with explanation,Yes,
1176809,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,MO,65803,Phone,12/31/2014,01/06/2015,HSBC,Closed with explanation,Yes,
1176806,Credit card,,Billing disputes,,TX,78254,Web,12/31/2014,12/31/2014,JPMorgan Chase,Closed with explanation,Yes,
1176797,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,PA,18940,Phone,12/31/2014,01/06/2015,Bank of America,Closed with non-monetary relief,Yes,
1176796,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,PA,18940,Phone,12/31/2014,01/06/2015,"Dyck-O'Neal, Inc.",Closed with explanation,Yes,
1176794,Credit reporting,,Incorrect information on credit report,Personal information,WV,26739,Referral,12/31/2014,01/21/2015,Equifax,Closed with explanation,Yes,
1176793,Credit reporting,,Incorrect information on credit report,Personal information,WV,26739,Referral,12/31/2014,01/21/2015,Experian,Closed with non-monetary relief,Yes,
1176792,Credit reporting,,Incorrect information on credit report,Personal information,WV,26739,Referral,12/31/2014,01/21/2015,TransUnion,Closed with explanation,Yes,
1176791,Consumer loan,Vehicle loan,Managing the loan or lease,,CA,94521,Web,12/31/2014,12/31/2014,Wells Fargo,Closed with explanation,Yes,Yes
1176782,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,IL,60680,Web,12/31/2014,12/31/2014,Ocwen,Closed with explanation,Yes,
1176774,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CO,80918,Web,12/31/2014,12/31/2014,"Collection Services, Inc.",Closed,Yes,
1176763,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,AL,36330,Referral,12/31/2014,01/07/2015,Bank of America,In progress,Yes,
1176757,Credit card,,Unsolicited issuance of credit card,,FL,34135,Web,12/31/2014,12/31/2014,GE Capital Retail,Closed with explanation,Yes,
1176756,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,90220,Referral,12/31/2014,01/07/2015,JPMorgan Chase,Closed with explanation,Yes,
1176746,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TX,77087,Web,12/31/2014,12/31/2014,Receivables Performance Management LLC,Closed with explanation,Yes,
1176740,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,PA,19567,Web,12/31/2014,12/31/2014,"EOS Holdings, Inc.",Closed with explanation,Yes,
1176738,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,OH,44117,Web,12/31/2014,12/31/2014,HSBC,Closed with explanation,Yes,Yes
1176733,Payday loan,,Charged fees or interest I didn't expect,,VA,24630,Web,12/31/2014,12/31/2014,"Enova International, Inc.",In progress,Yes,
1176729,Credit card,,Billing statement,,IL,60123,Web,12/31/2014,12/31/2014,Wells Fargo,Closed with explanation,Yes,Yes
1176722,Credit reporting,,Incorrect information on credit report,Account status,MS,39236,Web,12/31/2014,12/31/2014,First Data Corporation,Closed with explanation,Yes,Yes
1176711,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,95341,Web,12/31/2014,12/31/2014,Citibank,Closed with explanation,Yes,
1176708,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,TX,75061,Web,12/31/2014,12/31/2014,JPMorgan Chase,Closed with explanation,Yes,Yes
1176704,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,MD,20602,Phone,12/31/2014,01/07/2015,Ocwen,Closed with explanation,Yes,
1176703,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MN,55391,Web,12/31/2014,12/31/2014,Ocwen,Closed with explanation,Yes,
1176702,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,OH,44133,Web,12/31/2014,12/31/2014,Revenue Assistance Corporation dba Revenue Group,Closed with explanation,Yes,
1176699,Debt collection,,Communication tactics,Called after sent written cease of comm,MI,48340,Web,12/31/2014,01/06/2015,Solidus Group LLC.,Closed with explanation,Yes,Yes
1176678,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,GA,30311,Web,12/31/2014,12/31/2014,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,
1176674,Debt collection,Auto,Communication tactics,Called outside of 8am-9pm,TX,77539,Web,12/31/2014,12/31/2014,ACE Cash Express Inc.,Closed with explanation,Yes,
1176673,Bank account or service,Savings account,"Account opening, closing, or management",,MD,21230,Web,12/31/2014,12/31/2014,Bank of America,Closed with monetary relief,Yes,
1176662,Debt collection,Medical,Improper contact or sharing of info,Contacted me after I asked not to,IL,60478,Web,12/31/2014,12/31/2014,Source Receivables Management LLC,Closed,Yes,
1176660,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,IL,60104,Web,12/31/2014,01/07/2015,Regions,Closed with explanation,Yes,
1176658,Consumer loan,Vehicle loan,Managing the loan or lease,,VA,22079,Web,12/31/2014,12/31/2014,Toyota Motor Credit Corporation,Closed with explanation,Yes,
1176648,Credit card,,Other,,TX,75205,Web,12/31/2014,01/06/2015,PayPal,Closed with non-monetary relief,Yes,
1176644,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,VA,23462,Web,12/31/2014,12/31/2014,Nationstar Mortgage,Closed with explanation,Yes,
1176637,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,VT,05255,Web,12/31/2014,12/31/2014,Nationstar Mortgage,Closed with explanation,Yes,
1176630,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TX,77034,Web,12/31/2014,12/31/2014,"Commonwealth Financial Systems, Inc.",Closed with explanation,Yes,
1176628,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TX,77034,Web,12/31/2014,12/31/2014,Stellar Recovery Inc.,Closed with explanation,Yes,
1176626,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TX,77034,Web,12/31/2014,12/31/2014,"HCFS Health Care Financial Services, Inc.",Closed with explanation,Yes,
1176625,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TX,77034,Web,12/31/2014,12/31/2014,"Capio Partners, LLC",Closed with non-monetary relief,Yes,
1176615,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,TN,37075,Web,12/31/2014,12/31/2014,"Robinson, Reagan and Young PLLC",Closed with explanation,Yes,
1176614,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,DE,19703,Web,12/31/2014,01/07/2015,Bank of America,In progress,Yes,
1176609,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,CA,90717,Web,12/31/2014,12/31/2014,"CMRE Financial Services, Inc.",In progress,Yes,
1176606,Credit reporting,,Incorrect information on credit report,Information is not mine,DE,19945,Web,12/31/2014,12/31/2014,Equifax,Closed with explanation,Yes,
1176603,Consumer loan,Installment loan,Managing the loan or lease,,TX,78731,Web,12/31/2014,01/07/2015,GE Capital Retail,Closed with explanation,Yes,Yes
1176588,Debt collection,Medical,Taking/threatening an illegal action,Threatened to sue on too old debt,MS,39735,Web,12/31/2014,01/02/2015,"Franklin Collection Service, Inc.",Closed with explanation,Yes,
1176580,Credit card,,Credit card protection / Debt protection,,VA,22209,Web,12/31/2014,12/31/2014,TD Bank,Closed with explanation,Yes,
1176578,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,AL,36535,Referral,12/31/2014,01/07/2015,Ocwen,Closed with explanation,Yes,
1176577,Credit card,,Billing disputes,,CT,,Web,12/31/2014,12/31/2014,Bank of America,Closed with monetary relief,Yes,
1176573,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,OH,45040,Web,12/31/2014,01/07/2015,Receivables Performance Management LLC,Closed with explanation,Yes,
1176571,Debt collection,Non-federal student loan,Disclosure verification of debt,Not given enough info to verify debt,MN,55126,Web,12/31/2014,12/31/2014,Real Time Resolutions,Closed with explanation,Yes,
1176563,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,FL,33914,Phone,12/31/2014,01/06/2015,Wells Fargo,Closed with explanation,Yes,
1176561,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,90016,Referral,12/31/2014,01/07/2015,Citibank,In progress,Yes,
1176556,Credit card,,Other,,NY,10456,Phone,12/31/2014,01/07/2015,Discover,Closed with explanation,Yes,
1176554,Debt collection,,False statements or representation,Impersonated an attorney or official,FL,32836,Web,12/31/2014,01/02/2015,"Integrity Solution Services, Inc.",Closed with explanation,Yes,
1176551,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MD,21229,Referral,12/31/2014,01/07/2015,"Caliber Home Loans, Inc",Closed with explanation,Yes,
1176550,Credit card,,Payoff process,,AK,72701,Phone,12/31/2014,01/07/2015,Amex,Closed with explanation,Yes,Yes
1176548,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,FL,33823,Web,12/31/2014,12/31/2014,Wells Fargo,In progress,Yes,
1176547,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,VA,22042,Web,12/31/2014,01/07/2015,Ocwen,Closed with explanation,Yes,
1176545,Credit card,,Credit card protection / Debt protection,,GA,30605,Phone,12/31/2014,01/07/2015,Bank of America,Closed with explanation,Yes,
1176541,Debt collection,Auto,Taking/threatening an illegal action,Sued where didn't live/sign for debt,GA,31605,Web,12/31/2014,12/31/2014,"McCullough Payne & Haan, LLC",Closed with explanation,Yes,
1176538,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,OH,43343,Referral,12/31/2014,01/07/2015,Ocwen,Closed with explanation,Yes,
1176535,Student loan,Non-federal student loan,Can't repay my loan,,MD,20653,Web,12/31/2014,01/07/2015,"National Enterprise Systems, Inc.",Closed with explanation,Yes,
1176530,Bank account or service,Checking account,"Account opening, closing, or management",,NY,11385,Web,12/31/2014,12/31/2014,E*Trade Bank,Closed with explanation,No,Yes
1176526,Credit card,,Credit line increase/decrease,,MI,48912,Web,12/31/2014,12/31/2014,JPMorgan Chase,Closed with explanation,Yes,
1176525,Bank account or service,Checking account,Using a debit or ATM card,,IL,62521,Web,12/31/2014,12/31/2014,PNC Bank,Closed,Yes,
1176519,Credit reporting,,Credit reporting company's investigation,Investigation took too long,KY,42202,Web,12/31/2014,12/31/2014,Equifax,Closed with non-monetary relief,Yes,Yes
1176516,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,CA,92843,Web,12/31/2014,12/31/2014,"CMRE Financial Services, Inc.",In progress,Yes,
1176514,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,MI,48708,Web,12/31/2014,12/31/2014,Ocwen,In progress,Yes,
1176513,Payday loan,,Payment to acct not credited,,GA,31088,Web,12/31/2014,01/07/2015,"GVA Holdings, LLC",Closed with monetary relief,Yes,
1176512,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,CA,92505,Web,12/31/2014,12/31/2014,Equifax,Closed with non-monetary relief,Yes,
1176511,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,TX,76002,Web,12/31/2014,12/31/2014,Capital One,Closed with explanation,Yes,
1176510,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,TX,76002,Web,12/31/2014,01/07/2015,"Law Office of Michael J. Scott, PC",In progress,Yes,
1176509,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,TN,37830,Web,12/31/2014,12/31/2014,"CashCall, Inc.",Closed with explanation,Yes,
1176508,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,TN,37830,Web,12/31/2014,12/31/2014,Delbert Services,Closed with explanation,Yes,
1176505,Bank account or service,Checking account,Problems caused by my funds being low,,TN,37217,Web,12/31/2014,12/31/2014,Regions,Closed with explanation,Yes,Yes
1176503,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,PA,16055,Web,12/31/2014,12/31/2014,U.S. Bancorp,Closed with non-monetary relief,Yes,
1176502,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,TX,79536,Web,12/31/2014,01/07/2015,"Pinnacle Credit Services, LLC",Closed with explanation,Yes,
1176500,Bank account or service,Checking account,"Account opening, closing, or management",,TX,78723,Web,12/31/2014,12/31/2014,Wells Fargo,Closed with explanation,Yes,
1176466,Credit reporting,,Incorrect information on credit report,Account status,NJ,07020,Web,12/31/2014,12/31/2014,Experian,Closed with explanation,Yes,
